Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details;;
see eye to eye (with sb);;IDIOM;C2;phrase;;Details;;
keep your eyes peeled (for sb/sth);;IDIOM;C2;phrase;;Details;;
in the blink of an eye;;IDIOM;C2;phrase;;Details;;
keep your eyes open (for sb/sth);;IDIOM;C2;phrase;;Details;;
put your finger on sth;;IDIOM;C2;phrase;;Details;;
at your fingertips;;IDIOM;C2;phrase;;Details;;
put your foot down;;IDIOM;C2;phrase;;Details;;
put your foot in it;;IDIOM;C2;phrase;;Details;;
get off/start on the wrong foot;;IDIOM;C2;phrase;;Details;;
put your feet up;;IDIOM;C2;phrase;;Details;;
play games;;IDIOM;C2;phrase;;Details;;
touch and go;;IDIOM;C2;phrase;;Details;;
get/gain the upper hand;;IDIOM;C2;phrase;;Details;;
get out of hand;;IDIOM;C2;phrase;;Details;;
a free hand;;IDIOM;C2;phrase;;Details;;
have your hands full;;IDIOM;C2;phrase;;Details;;
keep a cool head;;IDIOM;C2;phrase;;Details;;
keep your head above water;;IDIOM;C2;phrase;;Details;;
be the tip of the iceberg;;IDIOM;C2;phrase;;Details;;
the fast lane;;IDIOM;C2;phrase;;Details;;
a stroll/trip/walk down memory lane;;IDIOM;C2;phrase;;Details;;
turn over a new leaf;;IDIOM;C2;phrase;;Details;;
by/in leaps and bounds;;IDIOM;C2;phrase;;Details;;
the bottom line;;IDIOM;C2;phrase;;Details;;
draw the line (at sth);;IDIOM;C2;phrase;;Details;;
(be) out of line;;IDIOM;C2;phrase;;Details;;
read between the lines;;IDIOM;C2;phrase;;Details;;
bring a lump to your throat;;IDIOM;C2;phrase;;Details;;
leave/make your mark;;IDIOM;C2;phrase;;Details;;
slip your mind;;IDIOM;C2;phrase;;Details;;
neck and neck;;IDIOM;C2;phrase;;Details;;
a nest egg;;IDIOM;C2;phrase;;Details;;
under your nose;;IDIOM;C2;phrase;;Details;;
be in awe of sb;;;C2;phrase;;Details;;
the beauty of sth;;;C2;phrase;;Details;;
pluck up (the) courage (to do sth);;;C2;phrase;;Details;;
the deceased;;;C2;phrase;;Details;;
beneath your dignity;;;C2;phrase;;Details;;
doom and gloom;;;C2;phrase;;Details;;
be the envy of sb;;;C2;phrase;;Details;;
(be) green with envy;;;C2;phrase;;Details;;
"do sb/sth justice; do justice to sb/sth";;;C2;phrase;;Details;;
in all likelihood;;;C2;phrase;;Details;;
a stroke of luck;;;C2;phrase;;Details;;
break the news to sb;;;C2;phrase;;Details;;
make your blood run cold;;IDIOM;C2;phrase;;Details;;
make your blood boil;;IDIOM;C2;phrase;;Details;;
your own flesh and blood;;IDIOM;C2;phrase;;Details;;
with bated breath;;IDIOM;C2;phrase;;Details;;
hold your breath;;IDIOM;C2;phrase;;Details;;
burn the midnight oil;;IDIOM;C2;phrase;;Details;;
an appetite for something;;;C2;phrase;;Details;;
give sb the benefit of the doubt;;;C2;phrase;;Details;;
for sb's benefit;;;C2;phrase;;Details;;
a conflict of interest;;;C2;phrase;;Details;;
to death;;;C2;phrase;;Details;;
put sb to death;;;C2;phrase;;Details;;
a matter of life and/or death;;;C2;phrase;;Details;;
beyond dispute;;;C2;phrase;;Details;;
cast doubt on sth;;;C2;phrase;;Details;;
beyond/without a/the shadow of a doubt;;;C2;phrase;;Details;;
trial and error;;;C2;phrase;;Details;;
at sb's expense;;;C2;phrase;;Details;;
for fear of sth/doing sth;;;C2;phrase;;Details;;
freedom from sth;;;C2;phrase;;Details;;
bear fruit;;;C2;phrase;;Details;;
the fruit(s) of sth;;;C2;phrase;;Details;;
the height of sth;;;C2;phrase;;Details;;
sb's best/last/only hope;;;C2;phrase;;Details;;
the length and breadth of sth;;;C2;phrase;;Details;;
at length;;;C2;phrase;;Details;;
be in the mood for sth/to do sth;;;C2;phrase;;Details;;
a bone of contention;;IDIOM;C2;phrase;;Details;;
sell like hot cakes;;IDIOM;C2;phrase;;Details;;
by all means;;;C2;phrase;;Details;;
a means to an end;;;C2;phrase;;Details;;
against all (the) odds;;;C2;phrase;;Details;;
be at odds with sb/sth;;IDIOM;C2;phrase;;Details;;
ethics;;;C2;phrase;;Details;;
the extent to which;;;C2;phrase;;Details;;
come/get to grips with sth;;IDIOM;C2;phrase;;Details;;
a drop in the ocean;;IDIOM;C2;phrase;;Details;;
arrive at an answer/conclusion/decision, etc.;;;C2;phrase;;Details;;
come to do sth;;;C2;phrase;;Details;;
come apart/off, etc.;;;C2;phrase;;Details;;
come into being;;;C2;phrase;;Details;;
come to light;;;C2;phrase;;Details;;
come to the/sb's rescue;;;C2;phrase;;Details;;
take sth as it comes;;;C2;phrase;;Details;;
come to terms with sth;;;C2;phrase;;Details;;
be crawling with sb/sth;;;C2;phrase;;Details;;
drift across/down/towards, etc.;;;C2;phrase;;Details;;
fall prey to sth;;;C2;phrase;;Details;;
fall short of sth;;;C2;phrase;;Details;;
glow with happiness/pride,etc.;;;C2;phrase;;Details;;
grin and bear it;;;C2;phrase;;Details;;
be no laughing matter;;;C2;phrase;;Details;;
"long for sth; long to do sth";;;C2;phrase;;Details;;
loom large;;;C2;phrase;;Details;;
come under fire;;IDIOM;C2;phrase;;Details;;
fall into place;;IDIOM;C2;phrase;;Details;;
assume control/power/responsibility, etc.;;;C2;phrase;;Details;;
attach importance/value, etc. to sb/sth;;;C2;phrase;;Details;;
bring out the best in sb;;;C2;phrase;;Details;;
bring sth to light;;;C2;phrase;;Details;;
bury yourself in sth;;;C2;phrase;;Details;;
bury your face/head in sth;;;C2;phrase;;Details;;
be calculated to do sth;;;C2;phrase;;Details;;
be confronted by/with sth;;;C2;phrase;;Details;;
be consumed by/with sth;;;C2;phrase;;Details;;
defy belief/description/explanation, etc.;;;C2;phrase;;Details;;
I dread to think;;;C2;phrase;;Details;;
find fault with sb/sth;;;C2;phrase;;Details;;
give rise to sth;;;C2;phrase;;Details;;
give vent to;;;C2;phrase;;Details;;
give way to sth;;;C2;phrase;;Details;;
give way;;;C2;phrase;;Details;;
give sb a hard time;;;C2;phrase;;Details;;
have sb do sth;;;C2;phrase;;Details;;
have it in for sb;;;C2;phrase;;Details;;
not have the faintest idea;;;C2;phrase;;Details;;
as the/its name implies;;;C2;phrase;;Details;;
be lacking;;;C2;phrase;;Details;;
make do (with);;;C2;phrase;;Details;;
make light of sth;;;C2;phrase;;Details;;
make a name for yourself;;;C2;phrase;;Details;;
make a nonsense of sth;;;C2;phrase;;Details;;
make waves;;;C2;phrase;;Details;;
make way for sth;;;C2;phrase;;Details;;
make your presence felt;;;C2;phrase;;Details;;
make sense of sth;;;C2;phrase;;Details;;
be meant to do sth;;;C2;phrase;;Details;;
mean well;;;C2;phrase;;Details;;
There needs to be sth;;;C2;phrase;;Details;;
neglect to do sth;;;C2;phrase;;Details;;
carry weight;;IDIOM;C2;phrase;;Details;;
find common ground;;IDIOM;C2;phrase;;Details;;
grasp the nettle;;IDIOM;C2;phrase;;Details;;
hold your own;;IDIOM;C2;phrase;;Details;;
not hold water;;IDIOM;C2;phrase;;Details;;
make sb's day;;IDIOM;C2;phrase;;Details;;
make a bad/good, etc. job of sth;;IDIOM;C2;phrase;;Details;;
wouldn't dream of doing sth;;;C2;phrase;;Details;;
back up sth or back sth up;;;C2;phrasal verb;;Details;;
crack up;;;C2;phrasal verb;body and health;Details;;
Don't you dare;;;C2;phrase;communication;Details;;
it's a good job;;;C2;phrase;communication;Details;;
adverse conditions/effect(s)/impact;;;C2;phrase;describing things;Details;;
chip in (sth);;;C2;phrasal verb;money;Details;;
a bundle of energy/nerves;;;C2;phrase;people: personality;Details;;
consistent with sth;;;C2;phrase;;Details;;
"be without foundation; have no foundation";;;C2;phrase;;Details;;
come in handy;;;C2;phrase;;Details;;
by virtue of sth;;;C2;phrase;;Details;;
with the compliments of sb;;;C2;phrase;;Details;;
be disposed to do sth;;;C2;phrase;;Details;;
in the vicinity (of sth);;;C2;phrase;;Details;;
in part;;;C2;phrase;;Details;;
to all intents and purposes;;;C2;phrase;;Details;;
not least;;;C2;phrase;;Details;;
lend itself to sth;;;C2;phrase;;Details;;
sb/sth of note;;;C2;phrase;;Details;;
catch on;;UNDERSTAND;C2;phrasal verb;;Details;;
crack (sb) up;;;C2;phrasal verb;;Details;;
in a big way;;;C2;phrase;;Details;;
blow it/your chance(s);;;C2;phrase;;Details;;
drop dead;;;C2;phrase;;Details;;
so far so good;;;C2;phrase;;Details;;
in a flash;;;C2;phrase;;Details;;
Don't get me wrong;;;C2;phrase;;Details;;
get moving;;;C2;phrase;;Details;;
go overboard;;;C2;phrase;;Details;;
heaps of sth;;;C2;phrase;;Details;;
be in for sth;;;C2;phrase;;Details;;
be itching to do sth;;;C2;phrase;;Details;;
not be up to much;;;C2;phrase;;Details;;
get your act together;;IDIOM;C2;phrase;;Details;;
call it a day;;IDIOM;C2;phrase;;Details;;
be on cloud nine;;IDIOM;C2;phrase;;Details;;
down under;;IDIOM;C2;phrase;;Details;;
get the hang of sth;;IDIOM;C2;phrase;;Details;;
get the picture;;IDIOM;C2;phrase;;Details;;
let your hair down;;IDIOM;C2;phrase;;Details;;
know your stuff;;IDIOM;C2;phrase;;Details;;
at the tender age of 8/17/25, etc.;;;C2;phrase;;Details;;
inclined to do sth;;;C2;phrase;people: personality;Details;;
artistically/technically, etc. inclined;;;C2;phrase;people: personality;Details;;
jump to conclusions;;;C2;phrase;communication;Details;;
comparative comfort/freedom/silence, etc.;;;C2;phrase;describing things;Details;;
Absolutely not.;;;C2;phrase;communication;Details;;
feel faint;;;C2;phrase;body and health;Details;;
account for sth;;;C2;phrasal verb;communication;Details;;
back up sb or back sb up;;TRUTH;C2;phrasal verb;communication;Details;;
burst out;;SAY LOUDLY;C2;phrasal verb;communication;Details;;
butt in;;;C2;phrasal verb;communication;Details;;
call for sth;;SAY;C2;phrasal verb;communication;Details;;
come out;;BE SAID;C2;phrasal verb;communication;Details;;
cry out (sth);;;C2;phrasal verb;communication;Details;;
go into sth;;DESCRIBE;C2;phrasal verb;communication;Details;;
go on;;TALK FOR A LONG TIME;C2;phrasal verb;communication;Details;;
keep sth to yourself;;;C2;phrasal verb;communication;Details;;
if you ask me;;;C2;phrase;communication;Details;;
at this rate;;;C2;phrase;communication;Details;;
at any rate;;;C2;phrase;communication;Details;;
mind your own business;;;C2;phrase;communication;Details;;
by any chance;;;C2;phrase;communication;Details;;
No chance!/ Not a chance!;;;C2;phrase;communication;Details;;
pay sb a compliment;;;C2;phrase;communication;Details;;
drop it/the subject;;;C2;phrase;communication;Details;;
I fail to see/understand;;;C2;phrase;communication;Details;;
for one thing;;;C2;phrase;communication;Details;;
ring hollow;;;C2;phrase;communication;Details;;
How strange/stupid/weird, etc. is that?;;;C2;phrase;communication;Details;;
in no uncertain terms;;;C2;phrase;communication;Details;;
the next thing I knew;;;C2;phrase;communication;Details;;
mind you;;;C2;phrase;communication;Details;;
clear the air;;IDIOM;C2;phrase;communication;Details;;
hit/strike/touch a (raw) nerve;;IDIOM;C2;phrase;communication;Details;;
press charges;;;C2;phrase;crime;Details;;
the defence;;;C2;phrase;crime;Details;;
all shapes and sizes;;;C2;phrase;describing things;Details;;
bear a/no resemblance/relation, etc. to sb/sth;;;C2;phrase;describing things;Details;;
come into sth;;;C2;phrasal verb;money;Details;;
back off;;;C2;phrasal verb;people: actions;Details;;
back out;;;C2;phrasal verb;people: actions;Details;;
chop sth down or chop down sth;;;C2;phrasal verb;people: actions;Details;;
clean sth out or clean out sth;;;C2;phrasal verb;people: actions;Details;;
flick through sth;;;C2;phrasal verb;people: actions;Details;;
get up to sth;;;C2;phrasal verb;people: actions;Details;;
grasp at sth;;;C2;phrasal verb;people: actions;Details;;
keep at sth;;;C2;phrasal verb;people: actions;Details;;
listen in;;;C2;phrasal verb;people: actions;Details;;
look over sth or look sth over;;;C2;phrasal verb;people: actions;Details;;
muddle sth up;;;C2;phrasal verb;people: actions;Details;;
cast a/your vote;;;C2;phrase;people: actions;Details;;
creep along/down/in/out, etc.;;;C2;phrase;people: actions;Details;;
drag sb along/out/to, etc.;;;C2;phrase;people: actions;Details;;
dump sth on/in/down, etc.;;;C2;phrase;people: actions;Details;;
let go (of sb/sth);;;C2;phrase;people: actions;Details;;
let go (of sth);;;C2;phrase;people: actions;Details;;
mount sth on/to, etc.;;;C2;phrase;people: actions;Details;;
sb's looks;;;C2;phrase;people: appearance;Details;;
get to sb;;;C2;phrasal verb;people: personality;Details;;
assert yourself;;;C2;phrase;people: personality;Details;;
bear a grudge;;;C2;phrase;people: personality;Details;;
be beside yourself (with sth);;;C2;phrase;people: personality;Details;;
not be cut out to be sth/not be cut out for sth;;;C2;phrase;people: personality;Details;;
a display of affection/anger, etc.;;;C2;phrase;people: personality;Details;;
be full of yourself;;;C2;phrase;people: personality;Details;;
be only human;;;C2;phrase;people: personality;Details;;
keep your temper;;;C2;phrase;people: personality;Details;;
the far left/right;;;C2;phrase;politics;Details;;
associate with sb;;;C2;phrasal verb;relationships;Details;;
come between sb;;;C2;phrasal verb;relationships;Details;;
a broken home;;;C2;phrase;relationships;Details;;
bounce back;;EMAIL;C2;phrasal verb;technology;Details;;
call up sth or call sth up;;;C2;phrasal verb;technology;Details;;
hold down a job;;;C2;phrasal verb;work;Details;;
out of a job;;;C2;phrase;work;Details;;
hand/give in your notice;;;C2;phrase;work;Details;;
irrespective of sth;;;C2;phrase;;Details;;
invade sb's privacy;;;C2;phrase;;Details;;
for/in the foreseeable future;;;C2;phrase;;Details;;
be liable to do sth;;;C2;phrase;;Details;;
armed with sth;;;C2;phrase;;Details;;
an isolated case/event/example, etc.;;;C2;phrase;;Details;;
know better;;;C2;phrase;;Details;;
be/run counter to sth;;;C2;phrase;;Details;;
an aspiring actor/politician/writer, etc.;;;C2;phrase;;Details;;
lead sb to a conclusion;;;C2;phrase;;Details;;
fire sb's imagination;;;C2;phrase;;Details;;
be an inspiration to sb;;;C2;phrase;;Details;;
in isolation;;;C2;phrase;;Details;;
throw caution to the wind;;IDIOM;C2;phrase;;Details;;
an authority on sth;;;C2;phrase;;Details;;
exclusive of sth;;;C2;phrase;;Details;;
familiarize sb/yourself with sth;;;C2;phrase;;Details;;
easily the best/worst/biggest, etc.;;;C2;phrase;;Details;;
to speak/think highly of sb/sth;;;C2;phrase;;Details;;
not take kindly to sth;;;C2;phrase;;Details;;
not do sth lightly;;;C2;phrase;;Details;;
a conscious decision/choice/effort, etc.;;;C2;phrase;;Details;;
be hungry for sth;;;C2;phrase;;Details;;
assign sb to sth;;;C2;phrasal verb;;Details;;
attribute sth to sth;;;C2;phrasal verb;;Details;;
be called up;;;C2;phrasal verb;;Details;;
be/get caught up in sth;;;C2;phrasal verb;;Details;;
catch up with sb;;BAD THING;C2;phrasal verb;;Details;;
cheer sb on or cheer on sb;;;C2;phrasal verb;;Details;;
cling (on) to sth;;;C2;phrasal verb;;Details;;
close in;;;C2;phrasal verb;;Details;;
come about;;;C2;phrasal verb;;Details;;
come across;;CLEAR;C2;phrasal verb;;Details;;
come along;;EXIST;C2;phrasal verb;;Details;;
come by sth;;;C2;phrasal verb;;Details;;
come down to sth/doing sth;;;C2;phrasal verb;;Details;;
come in;;BE INVOLVED;C2;phrasal verb;;Details;;
come in for sth;;;C2;phrasal verb;;Details;;
come out of sth;;;C2;phrasal verb;;Details;;
come over;;SEEM;C2;phrasal verb;;Details;;
come round;;AGREE;C2;phrasal verb;;Details;;
come through;;;C2;phrasal verb;;Details;;
come through (sth);;;C2;phrasal verb;;Details;;
count sb in;;;C2;phrasal verb;;Details;;
count towards sth;;;C2;phrasal verb;;Details;;
count up sb/sth or count sb/sth up;;;C2;phrasal verb;;Details;;
cover (sth) up or cover up (sth);;;C2;phrasal verb;;Details;;
crack down;;;C2;phrasal verb;;Details;;
be crying out for sth;;;C2;phrasal verb;;Details;;
cut back (sth);;;C2;phrasal verb;;Details;;
dawn on sb;;;C2;phrasal verb;;Details;;
be descended from sb/sth;;;C2;phrasal verb;;Details;;
die down;;;C2;phrasal verb;;Details;;
dive into sth;;;C2;phrasal verb;;Details;;
dole sth out;;;C2;phrasal verb;;Details;;
drift apart;;;C2;phrasal verb;;Details;;
drift off;;;C2;phrasal verb;;Details;;
drive sb/sth out;;;C2;phrasal verb;;Details;;
dry up;;;C2;phrasal verb;;Details;;
engage in sth;;;C2;phrasal verb;;Details;;
fall back on sb/sth;;;C2;phrasal verb;;Details;;
feast on sth;;;C2;phrasal verb;;Details;;
fend for yourself;;;C2;phrasal verb;;Details;;
be flooded with sth;;;C2;phrasal verb;;Details;;
frown on/upon sth;;;C2;phrasal verb;;Details;;
get through sth;;FINISH;C2;phrasal verb;;Details;;
be glued to sth;;;C2;phrasal verb;;Details;;
go by;;MOVE PAST;C2;phrasal verb;;Details;;
go down;;BE CONSIDERED;C2;phrasal verb;;Details;;
go through with sth;;;C2;phrasal verb;;Details;;
go up;;EXPLODE;C2;phrasal verb;;Details;;
go without (sth);;;C2;phrasal verb;;Details;;
hail sb/sth as sth;;;C2;phrasal verb;;Details;;
hand sth down or hand down sth;;;C2;phrasal verb;;Details;;
head off;;;C2;phrasal verb;;Details;;
hold sth against sb;;;C2;phrasal verb;;Details;;
hold sb/sth back;;PREVENT PROGRESS;C2;phrasal verb;;Details;;
hold back sth or hold sth back;;EMOTION;C2;phrasal verb;;Details;;
hold off (sth/doing sth);;;C2;phrasal verb;;Details;;
hold onto sth/sb;;;C2;phrasal verb;;Details;;
hold out hope;;;C2;phrasal verb;;Details;;
jump at sth;;;C2;phrasal verb;;Details;;
keep sth back;;;C2;phrasal verb;;Details;;
keep sth from sb;;;C2;phrasal verb;;Details;;
keep up (with sth);;;C2;phrasal verb;;Details;;
keep (sth) up;;;C2;phrasal verb;;Details;;
kick (sth) off;;;C2;phrasal verb;;Details;;
lead up to sth;;;C2;phrasal verb;;Details;;
lean on sb;;;C2;phrasal verb;;Details;;
leap at sth;;;C2;phrasal verb;;Details;;
live through sth;;;C2;phrasal verb;;Details;;
look ahead;;;C2;phrasal verb;;Details;;
loosen up;;;C2;phrasal verb;;Details;;
make of sb/sth;;;C2;phrasal verb;;Details;;
mount up;;;C2;phrasal verb;;Details;;
narrow sth down;;;C2;phrasal verb;;Details;;
of your own accord;;;C2;phrase;;Details;;
"on no account; not on any account";;;C2;phrase;;Details;;
cannot afford;;;C2;phrase;;Details;;
then/there again;;;C2;phrase;;Details;;
against sb's advice/wishes, etc.;;;C2;phrase;;Details;;
be aimed at doing sth;;;C2;phrase;;Details;;
raise the alarm;;;C2;phrase;;Details;;
for all;;;C2;phrase;;Details;;
all the better/easier/more exciting, etc.;;;C2;phrase;;Details;;
all but;;;C2;phrase;;Details;;
at one time or another;;;C2;phrase;;Details;;
apply yourself;;;C2;phrase;;Details;;
as opposed to;;;C2;phrase;;Details;;
do sth as you see/think fit;;;C2;phrase;;Details;;
as it stands;;;C2;phrase;;Details;;
ask yourself sth;;;C2;phrase;;Details;;
fast asleep;;;C2;phrase;;Details;;
"aspire to sth; aspire to do sth";;;C2;phrase;;Details;;
assert your authority/control/independence, etc.;;;C2;phrase;;Details;;
at best;;;C2;phrase;;Details;;
at the best of times;;;C2;phrase;;Details;;
at the latest;;;C2;phrase;;Details;;
at a loss;;;C2;phrase;;Details;;
at a loss for words;;;C2;phrase;;Details;;
be at the mercy of sb/sth;;;C2;phrase;;Details;;
at the earliest;;;C2;phrase;;Details;;
at heart;;;C2;phrase;;Details;;
be at a premium;;;C2;phrase;;Details;;
at your own risk;;;C2;phrase;;Details;;
be at stake;;;C2;phrase;;Details;;
be wide awake;;;C2;phrase;;Details;;
back and forth;;;C2;phrase;;Details;;
back (sth) away/into/out, etc.;;;C2;phrase;;Details;;
in the background;;;C2;phrase;;Details;;
be/hang in the balance;;;C2;phrase;;Details;;
you can't beat sth;;;C2;phrase;;Details;;
what/whatever became of sb/sth;;;C2;phrase;;Details;;
long before;;;C2;phrase;;Details;;
beyond belief;;;C2;phrase;;Details;;
beside the point;;;C2;phrase;;Details;;
know best;;;C2;phrase;;Details;;
for the best;;;C2;phrase;;Details;;
beyond (sb's) reach;;;C2;phrase;;Details;;
be blind to sth;;;C2;phrase;;Details;;
be born;;;C2;phrase;;Details;;
from top to bottom;;;C2;phrase;;Details;;
bound up with sth;;;C2;phrase;;Details;;
sb's breadth of experience/knowledge/interest, etc.;;;C2;phrase;;Details;;
break free;;;C2;phrase;;Details;;
breed contempt/ignorance, etc.;;;C2;phrase;;Details;;
be on the brink of sth;;;C2;phrase;;Details;;
by the same token;;;C2;phrase;;Details;;
call sb names;;;C2;phrase;;Details;;
cast a spell on sb;;;C2;phrase;;Details;;
cast doubt on sb/sth;;;C2;phrase;;Details;;
be/get caught;;;C2;phrase;;Details;;
catch sight of sth;;;C2;phrase;;Details;;
(the) chances are;;;C2;phrase;;Details;;
stand a chance;;;C2;phrase;;Details;;
claim credit/responsibility/success, etc.;;;C2;phrase;;Details;;
a clap of thunder;;;C2;phrase;;Details;;
crystal clear;;;C2;phrase;;Details;;
in the clear;;;C2;phrase;;Details;;
steer clear of sb/sth;;;C2;phrase;;Details;;
sb's/sth's clutches;;;C2;phrase;;Details;;
collect yourself/your thoughts;;;C2;phrase;;Details;;
be coming along/on;;;C2;phrase;;Details;;
come in useful;;;C2;phrase;;Details;;
conduct yourself;;;C2;phrase;;Details;;
lose count;;;C2;phrase;;Details;;
the country;;;C2;phrase;;Details;;
the crack of dawn;;;C2;phrase;;Details;;
to sb's credit;;;C2;phrase;;Details;;
cut sth short or cut short sth;;;C2;phrase;;Details;;
I dare say;;;C2;phrase;;Details;;
dear to sb/sb's heart;;;C2;phrase;;Details;;
dedicate sth to sb;;;C2;phrase;;Details;;
deep in thought/conversation;;;C2;phrase;;Details;;
a/some degree of sth;;;C2;phrase;;Details;;
derive comfort/pleasure, etc. from sth;;;C2;phrase;;Details;;
the desired effect/result/shape, etc.;;;C2;phrase;;Details;;
a dim memory/recollection, etc.;;;C2;phrase;;Details;;
be a disgrace to sb/sth;;;C2;phrase;;Details;;
can't/couldn't very well do sth;;;C2;phrase;;Details;;
do the trick;;;C2;phrase;;Details;;
on the dot;;;C2;phrase;;Details;;
be down to sb;;;C2;phrase;;Details;;
a downward spiral;;;C2;phrase;;Details;;
draw sth/sb across/back/over, etc.;;;C2;phrase;;Details;;
draw to a close/end;;;C2;phrase;;Details;;
draw a comparison/distinction;;;C2;phrase;;Details;;
early on;;;C2;phrase;;Details;;
in effect;;;C2;phrase;;Details;;
come/go into effect;;;C2;phrase;;Details;;
be an effort;;;C2;phrase;;Details;;
your elders;;;C2;phrase;;Details;;
or else;;;C2;phrase;;Details;;
the tail end of sth;;;C2;phrase;;Details;;
sure enough;;;C2;phrase;;Details;;
a narrow escape;;;C2;phrase;;Details;;
in essence;;;C2;phrase;;Details;;
ever such a;;;C2;phrase;;Details;;
ever-changing/growing/increasing, etc.;;;C2;phrase;;Details;;
every so often;;;C2;phrase;;Details;;
every other day/week, etc.;;;C2;phrase;;Details;;
do sth to excess;;;C2;phrase;;Details;;
extend from/into/over, etc.;;;C2;phrase;;Details;;
the fabric of sth;;;C2;phrase;;Details;;
let's face it;;;C2;phrase;;Details;;
a fair amount/distance/size, etc.;;;C2;phrase;;Details;;
fair play;;;C2;phrase;;Details;;
far from doing sth;;;C2;phrase;;Details;;
go so far as to do sth;;;C2;phrase;;Details;;
go too far;;;C2;phrase;;Details;;
few and far between;;;C2;phrase;;Details;;
be far removed from sth;;;C2;phrase;;Details;;
a faraway look/expression;;;C2;phrase;;Details;;
thick and fast;;;C2;phrase;;Details;;
in favour of sb/sth;;;C2;phrase;;Details;;
fill a need/gap/demand;;;C2;phrase;;Details;;
filter down/in/through, etc.;;;C2;phrase;;Details;;
filter down/through/out, etc.;;;C2;phrase;;Details;;
"set fire to sth; set sth on fire";;;C2;phrase;;Details;;
put sb/sth first;;;C2;phrase;;Details;;
be a first;;;C2;phrase;;Details;;
flash by/past/through, etc.;;;C2;phrase;;Details;;
it follows that;;;C2;phrase;;Details;;
follow sb's example/lead;;;C2;phrase;;Details;;
follow suit;;;C2;phrase;;Details;;
a force to be reckoned with;;;C2;phrase;;Details;;
join forces;;;C2;phrase;;Details;;
in/into force;;;C2;phrase;;Details;;
be foreign to sb;;;C2;phrase;;Details;;
I forget;;;C2;phrase;;Details;;
form an opinion/impression, etc.;;;C2;phrase;;Details;;
fresh water;;;C2;phrase;;Details;;
the frontiers of sth;;;C2;phrase;;Details;;
nothing ventured, nothing gained;;;C2;phrase;;Details;;
the germ of sth;;;C2;phrase;;Details;;
get you nowhere;;;C2;phrase;;Details;;
get sth over (and done) with;;;C2;phrase;;Details;;
get underway;;;C2;phrase;;Details;;
the globe;;;C2;phrase;;Details;;
to go;;;C2;phrase;;Details;;
go out of your way to do sth;;;C2;phrase;;Details;;
be still going strong;;;C2;phrase;;Details;;
a good 20 minutes/30 miles, etc.;;;C2;phrase;;Details;;
be in good taste;;;C2;phrase;;Details;;
a handsome profit/sum, etc.;;;C2;phrase;;Details;;
do/learn sth the hard way;;;C2;phrase;;Details;;
be hard on sb;;;C2;phrase;;Details;;
have (got) to do/be sth;;;C2;phrase;;Details;;
a hold on/over sth/sb;;;C2;phrase;;Details;;
take/hold sb hostage;;;C2;phrase;;Details;;
in my humble opinion;;;C2;phrase;;Details;;
the idea of sth;;;C2;phrase;;Details;;
on impulse;;;C2;phrase;;Details;;
in the name of sth;;;C2;phrase;;Details;;
in sb's words;;;C2;phrase;;Details;;
in memory of sb;;;C2;phrase;;Details;;
in miniature;;;C2;phrase;;Details;;
in its infancy;;;C2;phrase;;Details;;
in the interest(s) of sth;;;C2;phrase;;Details;;
in perspective;;;C2;phrase;;Details;;
in place;;;C2;phrase;;Details;;
in principle;;;C2;phrase;;Details;;
in all probability;;;C2;phrase;;Details;;
in the process;;;C2;phrase;;Details;;
be in the process of doing sth;;;C2;phrase;;Details;;
in proportion to;;;C2;phrase;;Details;;
sb/sth in question;;;C2;phrase;;Details;;
in the red;;;C2;phrase;;Details;;
in retrospect;;;C2;phrase;;Details;;
be in bad/poor taste;;;C2;phrase;;Details;;
be in tune with sb/sth;;;C2;phrase;;Details;;
in that;;;C2;phrase;;Details;;
inside information/knowledge, etc.;;;C2;phrase;;Details;;
be intent on sth/doing sth;;;C2;phrase;;Details;;
an intimate knowledge/understanding of sth;;;C2;phrase;;Details;;
10/20, etc. years sb's junior;;;C2;phrase;;Details;;
keep (sth) quiet;;;C2;phrase;;Details;;
sb/sth at large;;;C2;phrase;;Details;;
a last resort;;;C2;phrase;;Details;;
the last of sth;;;C2;phrase;;Details;;
the last sb heard/saw of sb;;;C2;phrase;;Details;;
law and order;;;C2;phrase;;Details;;
lead sb to do sth;;;C2;phrase;;Details;;
be led by sth;;;C2;phrase;;Details;;
leap into/out of/up, etc.;;;C2;phrase;;Details;;
not in the least;;;C2;phrase;;Details;;
leave no stone unturned;;;C2;phrase;;Details;;
shed light on;;;C2;phrase;;Details;;
something like;;;C2;phrase;;Details;;
little more/better;;;C2;phrase;;Details;;
be looking to do sth;;;C2;phrase;;Details;;
be no match for sb/sth;;;C2;phrase;;Details;;
strike a match;;;C2;phrase;;Details;;
a matter of confidence/luck/waiting, etc.;;;C2;phrase;;Details;;
a matter of days/weeks/feet etc.;;;C2;phrase;;Details;;
a measure of sth;;;C2;phrase;;Details;;
the merest;;;C2;phrase;;Details;;
the moment (that);;;C2;phrase;;Details;;
morals;;;C2;phrase;;Details;;
mount a campaign/challenge/protest, etc.;;;C2;phrase;;Details;;
get sb/sth muddled up;;;C2;phrase;;Details;;
none too clean/clever/pleased, etc.;;;C2;phrase;;Details;;
none the happier/poorer/wiser, etc.;;;C2;phrase;;Details;;
be nothing if not sth;;;C2;phrase;;Details;;
