Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details;
regards;;;B1;phrase;communication;Details;
You must be joking!/ You're joking!;;;B1;phrase;communication;Details;
I bet (you);;;B1;phrase;communication;Details;
quite a bit;;;B1;phrase;describing things;Details;
a load/loads;;;B1;phrase;describing things;Details;
be dying for/to do sth;;;B1;phrase;people: personality;Details;
Oh my God!;;;B1;phrase;communication;Details;
thank God;;;B1;phrase;communication;Details;
sb's call;;;B1;phrase;;Details;
hours;;;B1;phrase;;Details;
a book/cat/dog, etc. lover;;;B1;phrase;people: personality;Details;
a horror film/movie/story;;;B1;phrase;arts and media;Details;
the news;;;B1;phrase;arts and media;Details;
appear in/at/on, etc.;;;B1;phrase;arts and media;Details;
wait a minute;;;B1;phrase;communication;Details;
believe it or not;;;B1;phrase;communication;Details;
I guess;;;B1;phrase;communication;Details;
by hand;;;B1;phrase;people: actions;Details;
change your mind;;;B1;phrase;people: actions;Details;
make up your mind or make your mind up;;;B1;phrase;people: actions;Details;
fall asleep/ill;;;B1;phrase;people: actions;Details;
get sth painted/repaired, etc.;;;B1;phrase;people: actions;Details;
make sb do sth;;;B1;phrase;people: actions;Details;
set a date/time (for sth);;;B1;phrase;people: actions;Details;
help yourself (to sth);;;B1;phrase;people: actions;Details;
not believe your eyes;;;B1;phrase;people: personality;Details;
for fun or for the fun of it;;;B1;phrase;people: personality;Details;
find sb/sth easy/boring/funny, etc.;;;B1;phrase;people: personality;Details;
be friends (with sb);;;B1;phrase;relationships;Details;
make friends (with sb);;;B1;phrase;relationships;Details;
come after/first/last, etc.;;;B1;phrase;shopping;Details;
pay attention (to sth);;;B1;phrase;;Details;
by accident;;;B1;phrase;;Details;
out of date;;;B1;phrase;;Details;
up to date;;;B1;phrase;;Details;
the girls;;;B1;phrase;;Details;
guys;;;B1;phrase;;Details;
a hand;;;B1;phrase;;Details;
that kind of thing;;;B1;phrase;;Details;
some kind of;;;B1;phrase;;Details;
by mistake;;;B1;phrase;;Details;
without delay;;;B1;phrase;;Details;
have no doubt;;;B1;phrase;;Details;
there's no doubt;;;B1;phrase;;Details;
2/3/4, etc. o'clock in the morning;;;B1;phrase;;Details;
in the morning;;;B1;phrase;;Details;
come true;;;B1;phrase;;Details;
fall in love;;;B1;phrase;;Details;
not believe your eyes/ears;;;B1;phrase;;Details;
bring (sb) happiness/luck/peace, etc.;;;B1;phrase;;Details;
find the money/time, etc.;;;B1;phrase;;Details;
have sth cleaned/cut/repaired, etc.;;;B1;phrase;;Details;
have sth stolen/taken, etc.;;;B1;phrase;;Details;
have no idea;;;B1;phrase;;Details;
lay the table;;;B1;phrase;;Details;
be located in/near/on/etc.;;;B1;phrase;;Details;
make a face;;;B1;phrase;;Details;
have been meaning to do sth;;;B1;phrase;;Details;
choose to do sth;;;B1;phrase;;Details;
can't/couldn't help doing sth;;;B1;phrase;;Details;
hope to do sth;;;B1;phrase;;Details;
prepare yourself;;;B1;phrase;;Details;
the army;;;B1;phrase;;Details;
the public;;;B1;phrase;;Details;
Yours sincerely;;;B1;phrase;communication;Details;
I/we shall...;;;B1;phrase;communication;Details;
catch up with sb;;MEET;B1;phrasal verb;communication;Details;
no way;;;B1;phrase;communication;Details;
or so;;;B1;phrase;describing things;Details;
hang on;;WAIT;B1;phrasal verb;people: actions;Details;
be into sth;;;B1;phrase;people: personality;Details;
be mad about sb/sth;;;B1;phrase;people: personality;Details;
hold on;;WAIT;B1;phrasal verb;;Details;
nice and sth;;;B1;phrase;;Details;
likes and dislikes;;;B1;phrase;people: personality;Details;
be responsible for sb/sth/doing sth;;;B1;phrase;work;Details;
feelings;;;B1;phrase;people: personality;Details;
in addition (to);;;B1;phrase;describing things;Details;
not really;;;B1;phrase;communication;Details;
on display;;;B1;phrase;arts and media;Details;
folk art/dancing, etc.;;;B1;phrase;arts and media;Details;
blow your nose;;;B1;phrase;body and health;Details;
take care of sb/sth;;;B1;phrase;body and health;Details;
get cancer/flu, etc.;;;B1;phrase;body and health;Details;
have (got) on sth or have (got) sth on;;;B1;phrasal verb;clothes;Details;
give in;;AGREE;B1;phrasal verb;communication;Details;
hear from sb;;;B1;phrasal verb;communication;Details;
Look out!;;;B1;phrasal verb;communication;Details;
look up sth or look sth up;;;B1;phrasal verb;communication;Details;
pass on sth or pass sth on;;TELL;B1;phrasal verb;communication;Details;
How/What about ...?;;;B1;phrase;communication;Details;
after all;;;B1;phrase;communication;Details;
apart from;;;B1;phrase;communication;Details;
as long as;;;B1;phrase;communication;Details;
at least;;;B1;phrase;communication;Details;
too bad;;;B1;phrase;communication;Details;
Come on!;;ENCOURAGEMENT;B1;phrase;communication;Details;
of course;;;B1;phrase;communication;Details;
due to;;;B1;phrase;communication;Details;
in fact;;;B1;phrase;communication;Details;
for instance;;;B1;phrase;communication;Details;
in general;;;B1;phrase;communication;Details;
get in touch;;;B1;phrase;communication;Details;
to be honest;;;B1;phrase;communication;Details;
How about ...?;;;B1;phrase;communication;Details;
if I were you;;;B1;phrase;communication;Details;
if only;;;B1;phrase;communication;Details;
in the end;;;B1;phrase;communication;Details;
in particular;;;B1;phrase;communication;Details;
keep in touch;;;B1;phrase;communication;Details;
keep a/sth secret;;;B1;phrase;communication;Details;
you know;;;B1;phrase;communication;Details;
as/so long as;;;B1;phrase;communication;Details;
out loud;;;B1;phrase;communication;Details;
Would you mind...?;;;B1;phrase;communication;Details;
wait a moment;;;B1;phrase;communication;Details;
no ... than;;;B1;phrase;communication;Details;
not at all;;;B1;phrase;communication;Details;
on the whole;;;B1;phrase;communication;Details;
once upon a time;;;B1;phrase;communication;Details;
break in or break into sth;;;B1;phrasal verb;crime;Details;
in front;;;B1;phrase;describing things;Details;
just about;;;B1;phrase;describing things;Details;
just as bad/good/tall/clever, etc. (as sb/sth);;;B1;phrase;describing things;Details;
a little sth;;;B1;phrase;describing things;Details;
one or two;;;B1;phrase;describing things;Details;
over here/there;;;B1;phrase;describing things;Details;
be short of sth;;;B1;phrase;describing things;Details;
break up;;END CLASSES;B1;phrasal verb;education;Details;
do badly/well;;;B1;phrase;education;Details;
pay back sb/sth or pay sb/sth back;;;B1;phrasal verb;money;Details;
blow away (sth) or blow (sth) away;;;B1;phrasal verb;natural world;Details;
blow down (sth) or blow (sth) down;;;B1;phrasal verb;natural world;Details;
come out;;SUN;B1;phrasal verb;natural world;Details;
go down;;SUN;B1;phrasal verb;natural world;Details;
the cold;;;B1;phrase;natural world;Details;
before/after dark;;;B1;phrase;natural world;Details;
the environment;;;B1;phrase;natural world;Details;
fresh air;;;B1;phrase;natural world;Details;
the ground;;;B1;phrase;natural world;Details;
add up (sth) or add (sth) up;;;B1;phrasal verb;people: actions;Details;
blow up (sth/sb) or blow (sth/sb) up;;;B1;phrasal verb;people: actions;Details;
call for sb;;;B1;phrasal verb;people: actions;Details;
carry on (sth) or carry (sth) on;;;B1;phrasal verb;people: actions;Details;
carry out sth or carry sth out;;;B1;phrasal verb;people: actions;Details;
come along;;GO WITH SOMEONE;B1;phrasal verb;people: actions;Details;
cut up sth or cut sth up;;;B1;phrasal verb;people: actions;Details;
deal with sth;;;B1;phrasal verb;people: actions;Details;
fall down;;;B1;phrasal verb;people: actions;Details;
fall over;;;B1;phrasal verb;people: actions;Details;
fill up (sth) or fill (sth) up;;;B1;phrasal verb;people: actions;Details;
get back sth or get sth back;;;B1;phrasal verb;people: actions;Details;
get in;;ENTER;B1;phrasal verb;people: actions;Details;
get on;;MANAGE;B1;phrasal verb;people: actions;Details;
give in sth or give sth in;;;B1;phrasal verb;people: actions;Details;
give out sth or give sth out;;;B1;phrasal verb;people: actions;Details;
give up (sth) or give (sth) up;;;B1;phrasal verb;people: actions;Details;
go away;;LEAVE;B1;phrasal verb;people: actions;Details;
go off;;LEAVE;B1;phrasal verb;people: actions;Details;
hand out sth or hand sth out;;;B1;phrasal verb;people: actions;Details;
hang about/around (swh);;;B1;phrasal verb;people: actions;Details;
hang out;;;B1;phrasal verb;people: actions;Details;
hang up sth or hang sth up;;;B1;phrasal verb;people: actions;Details;
hurry up;;;B1;phrasal verb;people: actions;Details;
join in (sth);;;B1;phrasal verb;people: actions;Details;
keep sb in;;;B1;phrasal verb;people: actions;Details;
keep on doing sth;;;B1;phrasal verb;people: actions;Details;
keep up sth or keep sth up;;;B1;phrasal verb;people: actions;Details;
knock sb down;;;B1;phrasal verb;people: actions;Details;
laugh at sb/sth;;;B1;phrasal verb;people: actions;Details;
leave behind sb/sth or leave sb/sth behind;;;B1;phrasal verb;people: actions;Details;
look around/round (swh);;;B1;phrasal verb;people: actions;Details;
put away sth or put sth away;;;B1;phrasal verb;people: actions;Details;
put back sth or put sth back;;;B1;phrasal verb;people: actions;Details;
put down sb/sth or put sb/sth down;;;B1;phrasal verb;people: actions;Details;
put off sth/doing sth or put sth off;;;B1;phrasal verb;people: actions;Details;
put out sth or put sth out;;;B1;phrasal verb;people: actions;Details;
put up sth or put sth up;;RAISE;B1;phrasal verb;people: actions;Details;
show sb around/round;;;B1;phrasal verb;people: actions;Details;
sign up;;;B1;phrasal verb;people: actions;Details;
take it/things easy;;;B1;phrase;people: actions;Details;
get down/into/off, etc.;;;B1;phrase;people: actions;Details;
get rid of sth;;;B1;phrase;people: actions;Details;
glance at/around/towards, etc.;;;B1;phrase;people: actions;Details;
break/cut, etc. sth in half;;;B1;phrase;people: actions;Details;
jump in/into/up, etc.;;;B1;phrase;people: actions;Details;
keep doing sth;;;B1;phrase;people: actions;Details;
take part;;;B1;phrase;people: actions;Details;
pass over/through, etc.;;;B1;phrase;people: actions;Details;
pull sth off/out/up;;;B1;phrase;people: actions;Details;
get/go to sleep;;;B1;phrase;people: actions;Details;
put on sth or put sth on;;WEIGHT;B1;phrasal verb;people: appearance;Details;
believe in sth;;;B1;phrasal verb;people: personality;Details;
look forward to sth/doing sth;;HAPPY;B1;phrasal verb;people: personality;Details;
feel bad about sth/doing sth;;;B1;phrase;people: personality;Details;
feel like/as if;;;B1;phrase;people: personality;Details;
feel like sth/doing sth;;;B1;phrase;people: personality;Details;
feel like sb/sth;;;B1;phrase;people: personality;Details;
feel sorry for;;;B1;phrase;people: personality;Details;
be fond of sb/sth;;;B1;phrase;people: personality;Details;
a sense of humour;;;B1;phrase;people: personality;Details;
in tears;;;B1;phrase;people: personality;Details;
would rather;;;B1;phrase;people: personality;Details;
seem happy/a nice person, etc.;;;B1;phrase;people: personality;Details;
bring up sb or bring sb up;;;B1;phrasal verb;relationships;Details;
get together;;;B1;phrasal verb;relationships;Details;
go out;;RELATIONSHIP;B1;phrasal verb;relationships;Details;
get to know sb/sth;;;B1;phrase;relationships;Details;
single parent;;;B1;phrase;relationships;Details;
2/5/8, etc. all;;;B1;phrase;shopping;Details;
finish first/second, etc.;;;B1;phrase;shopping;Details;
on sale;;;B1;phrase;shopping;Details;
in first/second/third, etc. place;;;B1;phrase;shopping;Details;
break down;;;B1;phrasal verb;technology;Details;
out of order;;;B1;phrase;technology;Details;
book sb in or book sb into sth;;;B1;phrasal verb;travel;Details;
get out;;LEAVE;B1;phrasal verb;travel;Details;
go back;;;B1;phrasal verb;travel;Details;
set off;;;B1;phrasal verb;travel;Details;
set out;;JOURNEY;B1;phrasal verb;travel;Details;
on board;;;B1;phrase;travel;Details;
the sights;;;B1;phrase;travel;Details;
single ticket;;;B1;phrase;travel;Details;
be in charge;;;B1;phrase;work;Details;
out of work;;;B1;phrase;work;Details;
be situated in/on/by, etc.;;;B1;phrase;;Details;
later on;;;B1;phrase;;Details;
the following day/morning, etc.;;;B1;phrase;;Details;
conditions;;;B1;phrase;;Details;
daily life;;;B1;phrase;;Details;
reasonably priced;;;B1;phrase;;Details;
"shortly afterwards; shortly after/before sth";;;B1;phrase;;Details;
base sth on sth;;;B1;phrasal verb;;Details;
belong to sth;;;B1;phrasal verb;;Details;
blow out (sth) or blow (sth) out;;;B1;phrasal verb;;Details;
check in;;;B1;phrasal verb;;Details;
check in/check into sth;;;B1;phrasal verb;;Details;
check out;;;B1;phrasal verb;;Details;
complain of sth;;;B1;phrasal verb;;Details;
consist of sth;;;B1;phrasal verb;;Details;
depend on/upon sb/sth;;BE INFLUENCED BY;B1;phrasal verb;;Details;
eat out;;;B1;phrasal verb;;Details;
end up;;;B1;phrasal verb;;Details;
give away sth or give sth away;;FREE;B1;phrasal verb;;Details;
give up sth or give sth up;;;B1;phrasal verb;;Details;
go for sth;;CHOOSE;B1;phrasal verb;;Details;
go on;;CONTINUE;B1;phrasal verb;;Details;
go up;;INCREASE;B1;phrasal verb;;Details;
hand in sth or hand sth in;;;B1;phrasal verb;;Details;
hang up;;;B1;phrasal verb;;Details;
hold up sb/sth or hold sb/sth up;;;B1;phrasal verb;;Details;
keep (sb/sth) off sth;;;B1;phrasal verb;;Details;
keep (sb/sth) out;;;B1;phrasal verb;;Details;
move in;;;B1;phrasal verb;;Details;
move out;;;B1;phrasal verb;;Details;
put down sth or put sth down;;;B1;phrasal verb;;Details;
put sb through;;;B1;phrasal verb;;Details;
remind sb of sth/sb;;;B1;phrasal verb;;Details;
ring sb back;;;B1;phrasal verb;;Details;
ring (sb) up or ring up (sb);;;B1;phrasal verb;;Details;
run out;;USE ALL;B1;phrasal verb;;Details;
send sth back or send back sth;;;B1;phrasal verb;;Details;
set up sth or set sth up;;ORGANIZATION;B1;phrasal verb;;Details;
show up;;;B1;phrasal verb;;Details;
shut (sth) down or shut down (sth);;;B1;phrasal verb;;Details;
be (just) about to do sth;;;B1;phrase;;Details;
above all;;;B1;phrase;;Details;
in advance;;;B1;phrase;;Details;
take advantage of sth;;;B1;phrase;;Details;
can afford;;;B1;phrase;;Details;
day after day/year after year, etc.;;;B1;phrase;;Details;
again and again;;;B1;phrase;;Details;
once again;;;B1;phrase;;Details;
aim to do sth;;;B1;phrase;;Details;
at all;;;B1;phrase;;Details;
all is well;;;B1;phrase;;Details;
and all that;;;B1;phrase;;Details;
can/could always do sth;;;B1;phrase;;Details;
one another;;;B1;phrase;;Details;
as soon as;;;B1;phrase;;Details;
at his/its, etc. best;;;B1;phrase;;Details;
at (long) last;;;B1;phrase;;Details;
at first;;;B1;phrase;;Details;
at the same time;;;B1;phrase;;Details;
at once;;;B1;phrase;;Details;
at present;;;B1;phrase;;Details;
attend a church/college/school, etc.;;;B1;phrase;;Details;
attract attention/interest, etc.;;;B1;phrase;;Details;
two weeks/five hours, etc. away;;;B1;phrase;;Details;
begin with sth;;;B1;phrase;;Details;
to begin with;;;B1;phrase;;Details;
the best;;;B1;phrase;;Details;
do/try your best;;;B1;phrase;;Details;
a broad range/variety, etc.;;;B1;phrase;;Details;
by accident/mistake, etc.;;;B1;phrase;;Details;
in case of sth;;;B1;phrase;;Details;
(just) in case;;;B1;phrase;;Details;
catch fire;;;B1;phrase;;Details;
have sth in common;;;B1;phrase;;Details;
go crazy;;;B1;phrase;;Details;
the dark;;;B1;phrase;;Details;
the other day;;;B1;phrase;;Details;
one day/some day/one of these days;;;B1;phrase;;Details;
for days;;;B1;phrase;;Details;
it/that depends;;;B1;phrase;;Details;
in detail;;;B1;phrase;;Details;
do your hair/make-up, etc.;;;B1;phrase;;Details;
do your best;;;B1;phrase;;Details;
drag and drop;;;B1;phrase;;Details;
a sound/special/visual effect;;;B1;phrase;;Details;
either... or;;;B1;phrase;;Details;
either way;;;B1;phrase;;Details;
elder sister/brother/son/daughter;;;B1;phrase;;Details;
eldest child/brother/daughter, etc.;;;B1;phrase;;Details;
not even;;;B1;phrase;;Details;
hardly ever;;;B1;phrase;;Details;
ever since;;;B1;phrase;;Details;
for ever;;;B1;phrase;;Details;
except that;;;B1;phrase;;Details;
be expecting sb/sth;;;B1;phrase;;Details;
so far;;;B1;phrase;;Details;
sb's fault;;;B1;phrase;;Details;
feel at home;;;B1;phrase;;Details;
on fire;;;B1;phrase;;Details;
the first;;;B1;phrase;;Details;
fit (sth) in/into/through/under, etc.;;;B1;phrase;;Details;
for sure;;;B1;phrase;;Details;
be friendly with sb;;;B1;phrase;;Details;
in full;;;B1;phrase;;Details;
the future;;;B1;phrase;;Details;
in future;;;B1;phrase;;Details;
get cold/ill/late, etc.;;;B1;phrase;;Details;
get worse;;;B1;phrase;;Details;
get caught/killed/told off, etc.;;;B1;phrase;;Details;
get sth wrong;;;B1;phrase;;Details;
go badly/well, etc.;;;B1;phrase;;Details;
go wrong;;;B1;phrase;;Details;
go bald/blind/grey, etc.;;;B1;phrase;;Details;
the heart of sth;;;B1;phrase;;Details;
with the help of sth;;;B1;phrase;;Details;
in time;;;B1;phrase;;Details;
in love;;;B1;phrase;;Details;
in order (for sb/sth) to do sth;;;B1;phrase;;Details;
(by) itself;;;B1;phrase;;Details;
be just about to do sth;;;B1;phrase;;Details;
just before/over/under, etc.;;;B1;phrase;;Details;
I know;;;B1;phrase;;Details;
as you know;;;B1;phrase;;Details;
be known as sth;;;B1;phrase;;Details;
lack of sth;;;B1;phrase;;Details;
family/private/sex, etc. life;;;B1;phrase;;Details;
a/sb's way of life;;;B1;phrase;;Details;
all day long;;;B1;phrase;;Details;
no longer;;;B1;phrase;;Details;
look like;;;B1;phrase;;Details;
it looks like/as if;;;B1;phrase;;Details;
the middle;;;B1;phrase;;Details;
be in the middle of (doing) sth;;;B1;phrase;;Details;
miss a chance/opportunity;;;B1;phrase;;Details;
once more;;;B1;phrase;;Details;
move house;;;B1;phrase;;Details;
on purpose;;;B1;phrase;;Details;
on time;;;B1;phrase;;Details;
(all) on your own;;;B1;phrase;;Details;
one day;;;B1;phrase;;Details;
the other side/end (of sth);;;B1;phrase;;Details;
the other day/week, etc.;;;B1;phrase;;Details;
others;;;B1;phrase;;Details;
all over somewhere;;;B1;phrase;;Details;
of your own;;;B1;phrase;;Details;
the passive;;;B1;phrase;;Details;
the past;;;B1;phrase;;Details;
sb's past;;;B1;phrase;;Details;
take place;;;B1;phrase;;Details;
the present;;;B1;phrase;;Details;
quite a while;;;B1;phrase;;Details;
rather than;;;B1;phrase;;Details;
remain calm/open, etc.;;;B1;phrase;;Details;
right away/now/after;;;B1;phrase;;Details;
the same;;;B1;phrase;;Details;
seem like/as if/to, etc.;;;B1;phrase;;Details;
shake hands;;;B1;phrase;;Details;
show sb what to do/how to do sth;;;B1;phrase;;Details;
be sick;;;B1;phrase;;Details;
every single;;;B1;phrase;;Details;
"smell of/like; smell delicious/horrible, etc.";;;B1;phrase;;Details;
so did we/so have I/so is mine, etc.;;;B1;phrase;;Details;
so (that);;;B1;phrase;;Details;
a quick/slow/good, etc. worker;;;B1;phrase;work;Details;
wait a minute/moment;;;B1;phrase;communication;Details;
taste good/bad/sweet, etc.;;;B1;phrase;food and drink;Details;
keep sb waiting;;;B1;phrase;people: actions;Details;
walk sb home/to sth;;;B1;phrase;people: actions;Details;
walk the dog;;;B1;phrase;people: actions;Details;
walking/hockey, etc. stick;;;B1;phrase;shopping;Details;
take a break/rest, etc.;;;B1;phrase;;Details;
Yours truly,;;;B1;phrase;communication;Details;
be up to sth;;;B1;phrase;people: actions;Details;
can't stand sb/sth;;;B1;phrase;people: personality;Details;
What's up?;;;B1;phrase;;Details;
be unable to do sth;;;B1;phrase;people: personality;Details;
tired of doing sth;;;B1;phrase;people: personality;Details;
be used to sb/sth/doing sth;;;B1;phrase;people: personality;Details;
get/become used to sb/sth/doing sth;;;B1;phrase;people: personality;Details;
sparkling water/wine;;;B1;phrase;food and drink;Details;
suffer from sth;;;B1;phrase;body and health;Details;
I suppose (so);;;B1;phrase;communication;Details;
tell sb how/what/when to do sth;;;B1;phrase;communication;Details;
I can't tell you how ...;;;B1;phrase;communication;Details;
be/get/keep, etc. in touch;;;B1;phrase;communication;Details;
be welcome to do sth;;;B1;phrase;communication;Details;
Oh well;;;B1;phrase;communication;Details;
What about ...?;;;B1;phrase;communication;Details;
What if ...?;;;B1;phrase;communication;Details;
whether... or;;;B1;phrase;communication;Details;
why not?;;;B1;phrase;communication;Details;
wish sb luck/success, etc.;;;B1;phrase;communication;Details;
not believe/understand/hear/say, etc. a word;;;B1;phrase;communication;Details;
three/eight/nine, etc. times;;;B1;phrase;describing things;Details;
the whole of sth;;;B1;phrase;describing things;Details;
a wide range/selection/variety, etc.;;;B1;phrase;describing things;Details;
be worth;;;B1;phrase;money;Details;
the universe;;;B1;phrase;natural world;Details;
start (sth) off or start off(sth);;;B1;phrasal verb;people: actions;Details;
stay behind;;;B1;phrasal verb;people: actions;Details;
take out sb or take sb out;;;B1;phrasal verb;people: actions;Details;
take out sth or take sth out;;REMOVE;B1;phrasal verb;people: actions;Details;
take up sth or take sth up;;START;B1;phrasal verb;people: actions;Details;
throw away/out sth or throw sth away/out;;;B1;phrasal verb;people: actions;Details;
tidy up (sth) or tidy (sth) up;;;B1;phrasal verb;people: actions;Details;
turn down sth or turn sth down;;;B1;phrasal verb;people: actions;Details;
wear (sth) out or wear out (sth);;;B1;phrasal verb;people: actions;Details;
wrap sth up or wrap up sth;;;B1;phrasal verb;people: actions;Details;
step back/forward/over, etc.;;;B1;phrase;people: actions;Details;
step on/in sth;;;B1;phrase;people: actions;Details;
go/walk, etc. up to sb/sth;;;B1;phrase;people: actions;Details;
be willing (to do sth);;;B1;phrase;people: personality;Details;
wish (that);;;B1;phrase;people: personality;Details;
the tube/the Tube;;;B1;phrase;travel;Details;
split up;;;B1;phrasal verb;;Details;
stay in;;;B1;phrasal verb;;Details;
switch off sth or switch sth off;;;B1;phrasal verb;;Details;
switch on sth or switch sth on;;;B1;phrasal verb;;Details;
take away sth or take sth away;;FOOD;B1;phrasal verb;;Details;
take back sth or take sth back;;;B1;phrasal verb;;Details;
turn (sb/sth) into sb/sth;;;B1;phrasal verb;;Details;
turn up sth or turn sth up;;;B1;phrasal verb;;Details;
work out;;EXERCISE;B1;phrasal verb;;Details;
write sth down or write down sth;;;B1;phrasal verb;;Details;
that sort of thing;;;B1;phrase;;Details;
sound like/as if/as though;;;B1;phrase;;Details;
speak about/of sth;;;B1;phrase;;Details;
special offer;;;B1;phrase;;Details;
in spite of sth;;;B1;phrase;;Details;
straight away;;;B1;phrase;;Details;
be supposed to do sth;;;B1;phrase;;Details;
burst into tears;;;B1;phrase;;Details;
that's it;;;B1;phrase;;Details;
a thing;;;B1;phrase;;Details;
the same thing;;;B1;phrase;;Details;
things;;;B1;phrase;;Details;
things like that;;;B1;phrase;;Details;
think of sth;;;B1;phrase;;Details;
it's time;;;B1;phrase;;Details;
in a day's/two months', etc. time;;;B1;phrase;;Details;
the truth;;;B1;phrase;;Details;
not until;;;B1;phrase;;Details;
be up to sb;;;B1;phrase;;Details;
up to 10, 20, etc.;;;B1;phrase;;Details;
up to/until/till, etc.;;;B1;phrase;;Details;
used to do/be sth;;;B1;phrase;;Details;
good value (for money);;;B1;phrase;;Details;
a while;;;B1;phrase;;Details;
5 miles/10 metres, etc. wide;;;B1;phrase;;Details;
be worth sth/doing sth;;;B1;phrase;;Details;
be worth it;;;B1;phrase;;Details;
for years;;;B1;phrase;;Details;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
